# Pathway HUMAnN v4.0.0.alpha.1	SRR28210342	SRR28210343	SRR28210344	SRR28210345	SRR28210346	SRR28210347	SRR28210348	SRR28210349	SRR28210350	SRR28210351	SRR28210352	SRR28210353	SRR28210354	SRR28210355	SRR28210356	SRR28210357	SRR28210358	SRR28210359	SRR28210360	SRR28210361	SRR28210362	SRR28210363	SRR28210364	SRR28210365	SRR28210366	SRR28210367	SRR28210368	SRR28210369	SRR28210370	SRR28210371	SRR28210372	SRR28210373	SRR28210374	SRR28210375	SRR28210376	SRR28210377	SRR28210378	SRR28210379	SRR28210380	SRR28210381
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	8118.8110105309	8790.7348781891	3920.8546184415	5085.6244407044	7199.2920259358	10581.3633214510	3328.4854453071	4817.1944009464	4999.6170487527	841.1038928879	5263.6250803868	6504.7040174646	15990.4475792484	784.6273979210	2236.2519674564	1564.4745864407	11019.6644095536	1820.5474065624	1240.5853290522	7974.8045277749	1853.6053029581	3318.2312299544	6996.8574244055	4593.5194398891	7745.3868223990	7624.6370095094	6612.7796676928	12234.8580042119	2371.6618475768	4262.5465320980	823.1158727793	3134.1565246091	6475.1343238041	6430.1327642507	1859.9790492003	3603.3343083188	5924.8615868331	13226.3444377885	12861.2323527635	5280.9662082398
PWY0-862: (5Z)-dodecenoate biosynthesis I	13312.5444053619	27437.4984230033	10260.6879176996	21734.1800065188	10752.1516819953	24601.0696759384	8381.7937022389	9475.0337623828	12222.3809660761	5695.9352159396	13847.7668210745	10808.8860529689	18859.2605857962	7836.4060258892	11644.7369695819	18999.6507360086	17547.4366779950	5699.9838488697	6832.6307064061	14937.6113769618	6481.6174414381	10197.0015113949	12388.3415469412	10232.5089281822	15929.7239999089	15190.1581929035	11862.3303305685	21514.5925817385	9551.9780438375	10462.5304198261	6321.2412648315	9637.0150961000	9687.0915596636	10487.8441609675	7752.3308096529	10087.6666559090	14876.9683031452	23455.6223250476	25562.1673012585	23659.8309300596
PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)	1799.0302782744	586.8090506395	2585.7500744524	4121.1253480839	4456.4632725660	8298.5060822920	522.8925432914	4225.7286542606	1830.3981998594	1044.5386886830	887.5204474719	1178.2544843533	15606.7481700917	2313.6817280004	4082.1917349829	3326.5415107107	1291.1857911407	1099.3310480872	672.3677438264	376.1263782966	3801.0828802186	5189.4684125617	813.0501356962	1271.6917210979	1640.4455501496	679.4259764339	1113.3693348031	5039.0671677048	3396.1286662580	149.4140141564	1400.8516913155	789.7239936325	611.7957407082	700.2444115673	1006.3263866374	916.3561700351	6136.2416379685	4263.5379243882	1347.4396837138	14465.0093393920
PWY1F-823: leucopelargonidin and leucocyanidin biosynthesis	8.7038841536	40.5766084877	43.2612501012	6.9933717221	15.3637203563	37.8290047367	0	22.3307754341	0	0	0	25.4580169986	0	0	177.8090906879	0	0	13.4111080403	27.2297100846	0	33.7536105975	24.0565623566	9.3056570109	0	24.6694984431	0	22.7411714609	116.5405618914	0	0	0	71.6822777488	0	0	14.3861278602	0	0	0	0	0
PWY1F-FLAVSYN: flavonoid biosynthesis	0	80.9981173420	68.0087722462	31.4578656475	35.5526137356	31.3766328537	0	0	14.4587391497	26.1685945306	33.4987228397	37.9382299486	0	62.6910515239	0	48.7455875259	0	0	53.9954861901	0	0	46.3402493495	0	0	0	27.2532902643	16.1795327207	0	0	0	63.7062370471	0	0	0	0	30.7559988972	0	74.9269723469	34.8808993751	0
PWY1G-0: mycothiol biosynthesis	540.6905157502	1185.5803274269	799.4330261281	568.2366926824	353.8514712286	1147.5382585634	498.7522882551	201.4321534172	431.8519262728	255.3236740343	370.3604072068	916.1394683794	155.8818338503	947.5651811291	337.7557924064	142.6518384951	489.7003556411	156.8425698234	217.5041594986	488.7495678588	147.7560009325	589.4876185128	305.0767821589	264.6883915497	465.9348488438	326.8650641586	672.8676534064	396.5289150465	413.7400788670	291.5160399082	252.1444344394	152.1997021611	544.8417810922	62.9667923836	401.5654846242	146.5470101328	1219.7671684483	441.7707086063	521.0161104498	547.4410263148
PWY1ZNC-1: assimilatory sulfate reduction IV	4872.7109581530	3694.3478746259	5602.9828606395	2758.9719021583	4371.8810098397	4716.4410493964	2471.6848252797	1452.0898660270	1933.9771132578	4845.0939981669	1585.5646534142	2435.5563268154	11815.0842014829	3879.8467373957	3157.9961821721	1204.3879640067	3401.8820002629	868.1980116060	1574.7588611103	3807.5900668225	2568.1594546304	3312.3891039626	4557.4086281097	1671.7359552255	2858.4156325592	1506.0815508544	2775.7059423016	6592.7319201414	3504.4930616915	2754.9321066886	2839.9643306461	1889.4174731514	1344.4194301103	1386.5579599003	3409.6435086098	1937.0129946420	3462.0516674675	6045.6536672804	1634.3815804381	2921.9439124961
PWY3DJ-12: ceramide de novo biosynthesis	0	0	0	0	0	0	0	0	0	0	0	12.8474994193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY3O-19: ubiquinol-6 biosynthesis (late decarboxylation)	568.5394926416	13.6555390238	27.0095090502	150.8615407294	97.3526566090	805.9201536527	10.8050318659	16.3271033903	21.4489246932	20.8101119802	142.7307155692	153.9830447367	283.8645454178	37.1222624338	32.5381293504	19.3717479416	209.3491379708	0	0	0	0	751.9497367783	52.7264509935	184.8731848984	457.0443663630	22.0465296433	41.4509717003	163.3480264817	101.8922796587	0	0	33.2171543628	177.1057071621	0	43.3176670805	46.3363081984	58.1817470875	593.2911353084	10.5672998719	103.3306860945
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	36578.4599096508	34198.6725990165	38138.6575969773	37743.4660547837	16490.0564555430	36480.1041319553	24308.8332340783	19755.4361207629	18850.5261308794	22070.8225764588	17317.6343666902	18967.4149735890	17516.5033794226	20892.2442720844	22122.4127939718	19651.7760261193	32062.2341231281	20082.1645945693	20468.8472782831	16019.0437440478	26861.0216394014	20459.7504745284	23021.5390558347	22637.8403460366	15252.2739111937	16618.8043082402	19544.2392832644	33185.0671951263	20847.3505182533	19515.0666810402	24582.6031719111	20272.9770820865	18747.9356241341	18693.9152031477	23350.4520207162	19017.0489384947	34455.0744161724	39578.1794319975	33707.1802833804	43335.5960542076
PWY490-3: nitrate reduction VI (assimilatory)	0	0	7.5603574582	0	15.5720163534	0	0	14.5675030502	15.0916656675	17.0949880021	0	29.6396791695	44.4033717694	0	0	0	0	0	0	0	0	0	33.3332506508	0	84.5441163451	0	0	0	75.2258491176	0	0	0	0	0	0	0	8.5366601571	17.1228074194	24.1487595640	0
PWY4FS-5: superpathway of phosphatidylcholine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	40.7742861928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	4925.3737294579	7833.6747469389	5193.9926606797	10789.4271696900	12049.3350476009	15620.8153094864	1956.9601714373	3703.5735771581	5763.8083292920	5394.8113998953	7212.2300299640	4078.1133471322	29342.7306136975	1287.8454383754	4824.5118649231	3043.9739660612	9252.6604155905	2073.4114205557	1708.4128060802	5909.7315821617	4406.3378747467	11081.6093346147	2632.8090660053	6390.0198613817	5204.4054670113	6884.8533712543	7092.4651478487	16795.0899997726	7977.8453679986	3805.0279790423	2682.2015964574	4365.2253356691	7240.1258247903	6080.2941152602	3774.9799352773	2834.3247637344	13017.5318058096	17549.8444200691	14620.3252788737	11729.1546121312
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	4925.3737294579	7833.6747469389	5193.9926606797	10789.4271696900	12049.3350476009	15620.8153094864	1956.9601714373	3703.5735771581	5763.8083292920	5394.8113998953	7212.2300299640	4078.1133471322	29342.7306136975	1287.8454383754	4824.5118649231	3043.9739660612	9252.6604155905	2073.4114205557	1708.4128060802	5909.7315821617	4406.3378747467	11081.6093346147	2632.8090660053	6390.0198613817	5204.4054670113	6884.8533712543	7092.4651478487	16795.0899997726	7977.8453679986	3805.0279790423	2682.2015964574	4365.2253356691	7240.1258247903	6080.2941152602	3774.9799352773	2834.3247637344	13017.5318058096	17549.8444200691	14620.3252788737	11729.1546121312
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	25093.1577420530	20076.3386783445	18208.1744532034	24579.4708610268	11277.3065008455	22529.7159681013	15459.8644199809	12806.5634643069	13818.2328050618	9426.0970452811	9807.2458463560	12899.2061220035	21288.2629116461	12683.8051958411	14105.8599937346	10221.1248903898	20053.6996547089	12723.8581512795	12014.4980416178	6848.5690560117	14996.4619299462	13593.5790540866	15817.1201400725	13433.8590832170	15747.9462093934	10651.0106219372	8593.5496746773	20317.0027154539	19820.3884658214	10082.7538518847	17756.0388276951	12036.3696163041	11840.9164885566	10776.7272119669	15234.5433027203	9501.3048058612	30907.5840209749	22637.6738982159	20018.4073005017	27583.6947439343
PWY5F9-12: biphenyl degradation	27.2949512057	0	0	0	0	68.3145300787	0	0	0	0	0	0	19.8752843073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3556506312	0	0	0	0	0	0	0	0	0	20.8558017314	0	7.3462649321
PWY66-201: nicotine degradation IV	75.8641957780	169.8535077487	42.8554749448	37.3409807745	89.3137071127	0	63.6023155639	34.6704437976	108.8261270966	13.9643300413	212.4222780630	171.8331991171	39.3986469673	0	21.4090077123	41.9781687491	599.4192133252	81.0157784439	14.5504988436	110.6111422848	61.6086790141	59.3338452290	144.3114693828	181.3281926935	95.0139969757	0	339.9224910310	297.2885010140	145.8758930467	95.6868793947	42.4377821272	157.1794928879	102.7571380028	131.4405992641	91.6570135855	85.4726604061	45.7128239810	109.9084899079	389.0820718229	37.2518658436
PWY66-367: ketogenesis	214.6926907371	218.9615746002	522.7613371826	398.1450413645	282.8652828278	197.5573240100	120.6324271559	138.2887855449	149.8715966246	157.2828975751	99.6616853589	278.5446561275	208.2786387108	45.1782096581	277.9381218097	236.7936678417	322.2080728499	271.8709434874	261.3904675108	446.8703760502	280.1242295918	0	44.4565487636	206.9409893545	292.5189340895	241.1957606683	257.4344105544	244.3365404530	516.5944624087	384.3973060178	34.8595516545	151.3997432392	38.8119295064	73.9896181658	216.3409658156	233.7799323044	851.1621730093	634.5317700623	92.6080032368	1801.4883412527
PWY66-388: ceramide degradation by &alpha;-oxidation	641.1758513004	698.2443550061	174.1494428304	214.2805511897	0	1155.9033774745	0	0	1247.5337156838	0	21.3535327674	43.0998432310	13.8857740021	0	117.5189358739	0	2170.8215853572	0	8.8133031418	129.3823159599	8.2905393360	21.4329719571	0	154.5086415269	304.0292846674	0	12.6177078991	19.2586471411	34.6820294569	20.9291333849	0	0	12.6078084240	37.6644035247	0	0	28.6755946991	0	48.1934922534	35.8284856057
PWY66-389: phytol degradation	7457.2293780769	8284.4922249599	2838.5854211584	9471.1174201184	9886.1699688449	18178.6979385787	1275.1616040248	2672.0818899699	3595.0067724114	3010.7212733395	6378.8585460986	9975.9390618268	31785.2088267504	875.8765329979	5496.3123320561	3398.7690648489	7734.0963242068	3271.4478261955	2534.4676253500	4130.6200893843	1363.5545145380	8987.4314825915	8281.8073594827	2819.6644112829	7473.6179210724	3554.1000922859	6044.0141256904	11871.0911814179	7445.8537758173	2933.2121106636	2663.4567875212	1819.7109358254	3690.4282534057	4074.4774917689	5550.8070406800	4723.9606330912	15998.8176186412	12508.1558779432	9534.3854426214	11493.1836238786
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	388.6719071980	1178.0034798718	610.1959872761	546.7964841949	428.9168093553	826.8570679415	186.7807886283	492.6602576664	455.2216312623	359.7453631078	448.1551543137	545.4403506412	1348.2030834844	322.4350579312	27.8821061916	285.0251508944	340.2413905151	427.1821167794	136.9583795639	619.4303867848	106.1119237905	80.0593442880	306.5139551947	397.0481510524	947.8428507386	500.3298075226	429.9179063858	1264.1344548383	535.5393322646	335.6773874269	289.3043793965	219.3575842714	321.2141398557	199.9648166469	406.2440972245	423.4536669547	899.1794180806	1754.6882821721	666.6316183948	2440.3515307375
PWY66-398: TCA cycle III (animals)	13637.2127835527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY66-399: gluconeogenesis III	24210.9067901386	33995.1379394726	24673.8009987187	28484.8199006299	16664.8143603583	33754.8614744622	12492.0252567725	12701.8169810836	18874.6471538536	7905.3500355249	19729.1001851515	17764.2725100311	21314.4699020180	9453.5243552566	16191.3985055670	13203.5235637225	26073.5930720661	12792.8944951601	12770.8758724438	19655.9181299964	10233.7658201772	10613.4096203074	18333.5620070103	15963.0300403651	18401.7502025698	17519.6634128612	17118.5571299429	36805.1803848980	13535.8274297905	12971.7859139854	16229.6622478699	11049.3123920363	17859.5563387402	17216.8526537893	15949.1108417028	13946.5707954060	28493.2768630886	36169.7383397775	39017.3205942108	22199.8737439822
PWY66-409: superpathway of purine nucleotide salvage	21365.1215704486	20902.3039522638	10698.3302517171	27347.9700479694	10142.8781742344	24797.3334768733	7359.1112353084	12361.4451689381	11046.4971117580	8156.0250612518	11022.0840484837	6359.3539842714	19817.7694633310	7671.0450188293	10757.1100809741	17086.2118311237	17917.6591814422	9297.2492999928	9840.8212737294	10193.5581618757	8308.4710107181	11578.2009463669	11249.3313522204	10253.3414507189	16746.0672701541	10739.8821903243	11418.6888392169	18519.9463751535	14377.7792510347	11426.4892136786	5746.6858519084	10321.1818499046	8561.0656632210	11393.1552337503	10156.4218697064	10481.5956086089	19146.2481638420	24654.9686191372	16296.6472757499	20345.8348447646
PWY66-430: myristate biosynthesis (mitochondria)	4834.7446836844	13168.9282465858	5138.1538745224	16666.7959036841	10853.3750980556	23645.1755222227	2927.1890159245	8793.0653990558	6371.6472644417	5449.3520632288	13435.9099600923	5735.5420683326	24034.0957021703	3713.8375285763	13253.9222036801	5753.4781939213	17915.5721976423	3441.0883705149	7229.4402267112	4783.7050051593	6954.7509067233	13020.9935653776	4771.5437004276	5490.7676503731	5384.2333767640	5689.9380662341	12802.9300055575	28203.9168467762	9993.8768050332	9293.1082828726	5578.5841772110	4048.6580160122	5094.8987989586	11340.2538850770	2838.6689939218	7462.7212305473	21478.7814426092	25587.2647751058	11610.8861897218	26272.5568250372
PWY6666-2: dopamine degradation	38.5301707789	53.1866414702	476.6567161798	33.5378227228	43.5306813430	30.6827112435	0	24.2536314266	66.3506530962	17.1265531691	12.1275786595	43.5347498832	0	14.9847338483	45.6628485571	18.5530895940	40.6653984684	37.8169185182	19.9816632014	43.5215253103	0	15.7040976391	20.6949321389	41.3822406522	36.3949459815	44.2307263836	17.8438928348	38.5413727140	26.4051420307	15.7020560960	29.2541369166	41.3852939497	27.1112862977	18.5530910502	27.8347258987	15.6969700362	22.8413530949	39.2459852856	38.5357928820	12.8449175964
PWYQT-4477: indole glucosinolate activation (intact plant cell)	0	23.6746056827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	14921.1415552274	12098.6175291253	10145.4240283214	14301.6792998978	6704.9753361536	8703.5325515683	4436.3717486324	11315.6361110847	5907.2477792982	4061.5429234152	4403.1378052342	7299.8452098401	16461.2371108395	15548.6189850085	7993.2549855325	7507.9645207995	5638.1278650229	4649.7737115831	5219.0967384346	4721.7230659022	15995.8479613004	7973.0231555593	3814.4649115717	4225.8301947843	9380.9860768657	4630.8053481376	1906.8814879332	11606.2193401700	8473.4399419579	3502.5915452693	6538.3870796798	7145.5785602451	3783.2251288296	5089.6414173948	10456.2413809091	4614.2712686670	18615.5716315643	16223.8917538339	7159.5564656787	18480.6653663457
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	33130.7682543914	35621.7023291748	30074.0186717022	38478.0469005111	14826.7694347766	36900.6858265877	22988.2034572616	19622.4780727705	19788.9048030984	20734.8227943790	16468.3887999885	15083.4930023430	17012.7706973825	17799.9306536548	18965.6515966205	24882.6101157742	30650.2253146965	18975.9092565711	16428.4376836615	19742.3757386489	20638.1278076885	19823.2841694377	21147.2768436697	19675.0533841207	14415.5377973976	18765.3244356593	18167.3358483192	32259.1413889155	20780.2253969619	20401.8758832565	20457.5728735339	19872.6260768682	16263.3547667368	17755.0491969541	19754.9923980816	15419.7337075865	31357.5284885766	37518.8947160041	36201.2966570515	42080.9689284546
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	6299.7296029627	7363.5667083541	3049.2080953417	4040.4523326650	6202.3213982512	8823.3375776312	2489.1638017025	3865.2572961745	4105.0918545929	640.0653406577	4517.3202170318	5728.6715209259	13853.8359158783	630.1297224190	1739.6259616377	1165.0156937139	8993.7788514373	1429.7400574001	1000.4768229552	7794.6565666312	1496.2139659882	2524.8017604915	5586.4788356981	3692.2199322704	6309.6184455911	6712.8076656663	5426.1106353176	10801.8162776752	1868.1875563636	3321.2178024953	663.1990659478	2374.4731045006	5292.3739777605	5287.9300620271	1484.7143481983	2774.8664577276	4706.2358661001	11195.8146288787	11463.9980248127	2997.4371726553
REDCITCYC: TCA cycle VI (Helicobacter)	5034.0859611458	3695.7985492703	3431.1458926635	8448.4549722878	4555.1573539846	6720.5517651198	1579.4491637154	2550.0555120745	1246.0532389733	2639.5320152032	3049.4735023256	2792.6255805068	11678.5611336975	667.3965893639	1934.0463308257	1246.4858954008	3668.9755000152	1868.4498112989	1701.8301705222	3171.0268708087	456.4685516169	2909.8502811276	5021.5829670531	1944.4379523844	2969.7982790717	2693.2807740715	4086.8491417848	4628.6561516644	3220.6667407070	3262.8200882428	1582.3429261405	2136.0366512249	1930.5413924676	2161.5189508998	2139.3105917949	2983.0633182132	5555.6736583777	7947.7194381200	5100.1886692314	3954.1670617183
RHAMCAT-PWY: L-rhamnose degradation I	10354.6298287942	16897.8915844929	9755.9564202641	18005.8543220510	9649.1592199207	23433.5588164733	6680.4002354873	6199.5329784670	8302.5556619673	9003.0568081808	11213.9512698323	5631.8871273920	14458.9942054669	5606.5114180397	10120.7100210558	7361.4393312068	16800.1476997804	6939.4005496506	9655.4094030891	7606.8447145545	3465.4992391549	5660.6648366895	5617.5119849351	9481.7811832294	7570.7721908646	10651.0107293693	10646.5392842404	19430.4577778431	9222.0406000516	16822.4733327527	9875.3289145909	9435.4732473808	8458.4564405651	11545.8250250493	5148.9429499187	9894.1963121432	18882.9206635797	18589.0591103418	22604.9641638580	12959.9260340695
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	25208.7504812192	33105.4779205452	26396.6952415873	31454.4366087787	15742.4482252606	33687.0426967250	15392.7222740567	10824.7233534053	13789.1200749012	16763.4044664705	16890.5008430410	10541.0980915281	17265.9369887140	11062.2320194624	15188.1503052837	22923.2138900788	27538.6224002075	16826.9845207231	13473.3282678136	15787.3814793550	17853.9148924815	19278.3047697066	16489.5030577072	15607.9494577106	12869.2436436045	16571.7022415413	17966.6101794811	29495.6300955995	12958.3824996467	14041.0964473266	13703.9684264184	15384.7523620819	13434.6182434022	16459.5294232492	17430.0929097592	18193.5108760424	23752.9102830388	30970.7546486384	29778.5888368921	29862.2022524587
